Condition,Trial,Stim_place,Stimuli_file,Condition_1.thisRepN,Condition_1.thisTrialN,Condition_1.thisN,Condition_1.thisIndex,Second_Condition.thisRepN,Second_Condition.thisTrialN,Second_Condition.thisN,Second_Condition.thisIndex,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_3.started,text_3.stopped,image.started,image.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,16.86959750019014,None,y,77.99927279981785,16.86959750019014,None,,,,,,,,,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Still,go,"(0, 0)",grey_circle.png,0,0,0,9,,,,,,,,,,,95.38400970003568,96.38463620003313,96.88972530001774,97.15138459997252,space,0.77923130011186,96.88972530001774,None,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Still,go,"(0, 0)",grey_circle.png,0,1,1,10,,,,,,,,,,,98.18474290007725,99.18474799999967,99.68484820006415,99.9347922001034,space,0.4321015998721123,99.68484820006415,None,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Still,go,"(0, 0)",grey_circle.png,0,2,2,7,,,,,,,,,,,100.6345874001272,101.63476190017536,102.13460360001773,102.38460130011663,space,0.510533900000155,102.13460360001773,None,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Still,no-go,"(0, 0)",grey_square.png,0,3,3,21,,,,,,,,,,,103.16810220014304,104.16793470014818,104.66820139996707,104.9182504999917,None,,104.66820139996707,None,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Still,no-go,"(0, 0)",grey_square.png,0,4,4,17,,,,,,,,,,,106.65151840006001,107.65135490009561,108.15153990010731,108.40145880007185,None,,108.15153990010731,106.16774430009536,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Still,no-go,"(0, 0)",grey_square.png,0,5,5,20,,,,,,,,,,,110.13460300001316,111.13460530014709,111.6348073000554,111.88495590002276,None,,111.6348073000554,109.65119900018908,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Still,no-go,"(0, 0)",grey_square.png,0,6,6,22,,,,,,,,,,,113.61773709999397,114.6181138001848,115.11826530005783,115.36841350002214,None,,115.11826530005783,113.13420130009763,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Still,no-go,"(0, 0)",grey_square.png,0,7,7,30,,,,,,,,,,,117.10145890014246,118.10140709998086,118.60147690004669,118.85150920017622,None,,118.60147690004669,116.61755320010707,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Still,no-go,"(0, 0)",grey_square.png,0,8,8,16,,,,,,,,,,,120.58480880013667,121.58489660010673,122.0848920000717,122.33482230012305,None,,122.0848920000717,120.1011980001349,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Still,go,"(0, 0)",grey_circle.png,0,9,9,2,,,,,,,,,,,124.06797550013289,125.06808570004068,125.56825969996862,125.81827290006913,space,0.40532130002975464,125.56825969996862,123.58478470006958,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Still,no-go,"(0, 0)",grey_square.png,0,10,10,28,,,,,,,,,,,126.50158759998158,127.50148920016363,128.00153080001473,128.25154990004376,None,,128.00153080001473,None,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Still,go,"(0, 0)",grey_circle.png,0,11,11,8,,,,,,,,,,,129.98462670017034,130.98483900004067,131.48484569997527,131.7349766001571,space,0.31251380010508,131.48484569997527,129.5012837999966,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Still,go,"(0, 0)",grey_circle.png,0,12,12,14,,,,,,,,,,,132.3180285000708,133.31839890009724,133.81821850012057,134.0683273000177,space,0.4269357000011951,133.81821850012057,None,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Still,go,"(0, 0)",grey_circle.png,0,13,13,12,,,,,,,,,,,134.76822680002078,135.76822850015014,136.26824790006503,136.51837990013883,space,0.3449003000278026,136.26824790006503,None,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Still,no-go,"(0, 0)",grey_square.png,0,14,14,27,,,,,,,,,,,137.13482940010726,138.1347584000323,138.634880800033,138.88486120011657,None,,138.634880800033,None,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Still,go,"(0, 0)",grey_circle.png,0,15,15,4,,,,,,,,,,,140.6182788000442,141.61823260015808,142.11816920014098,142.36825260007754,space,0.3348123000469059,142.11816920014098,140.1343139000237,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Still,go,"(0, 0)",grey_circle.png,0,16,16,13,,,,,,,,,,,142.96818790002726,143.9680719000753,144.46819459996186,144.71833200007677,space,0.38485389994457364,144.46819459996186,None,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Still,go,"(0, 0)",grey_circle.png,0,17,17,0,,,,,,,,,,,145.3681769000832,146.36831869999878,146.86823380016722,147.11853260011412,space,0.4487931001931429,146.86823380016722,None,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Still,no-go,"(0, 0)",grey_square.png,0,18,18,23,,,,,,,,,,,147.83487010002136,148.8348731000442,149.3349127001129,149.58488830015995,None,,149.3349127001129,None,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Still,go,"(0, 0)",grey_circle.png,0,19,19,6,,,,,,,,,,,151.31832049996592,152.31823180010542,152.81805130001158,153.06837610015646,space,0.41902989987283945,152.81805130001158,150.83434140007012,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Still,go,"(0, 0)",grey_circle.png,0,20,20,11,,,,,,,,,,,153.76815050002187,154.7683342001401,155.2676677000709,155.5185073001776,space,0.337309000082314,155.2676677000709,None,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Still,go,"(0, 0)",grey_circle.png,0,21,21,5,,,,,,,,,,,156.13483960018493,157.13494350016117,157.6349905000534,157.88487639999948,space,0.3545695999637246,157.6349905000534,None,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Still,no-go,"(0, 0)",grey_square.png,0,22,22,25,,,,,,,,,,,158.51832749997266,159.51824430003762,160.01814540009946,160.2685000000056,None,,160.01814540009946,None,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Still,go,"(0, 0)",grey_circle.png,0,23,23,3,,,,,,,,,,,162.00165980006568,163.00160710001364,163.50161510007456,163.75155590008944,space,0.3594844997860491,163.50161510007456,161.51765200006776,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Still,no-go,"(0, 0)",grey_square.png,0,24,24,29,,,,,,,,,,,164.38475750014186,165.38498180010356,165.88502400019206,166.134749900084,None,,165.88502400019206,None,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Still,no-go,"(0, 0)",grey_square.png,0,25,25,18,,,,,,,,,,,167.86827480001375,168.86833219998516,169.368362700101,169.6186162000522,None,,169.368362700101,167.3844821001403,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Still,no-go,"(0, 0)",grey_square.png,0,26,26,24,,,,,,,,,,,171.3516514999792,172.35171220009215,172.8514211999718,173.10170960007235,None,,172.8514211999718,170.8678152000066,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Still,go,"(0, 0)",grey_circle.png,0,27,27,1,,,,,,,,,,,174.83494410011917,175.83510330016725,176.3349451001268,176.58519969996996,space,0.2946472999174148,176.3349451001268,174.3512013000436,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Still,no-go,"(0, 0)",grey_square.png,0,28,28,19,,,,,,,,,,,177.1517290000338,178.1516148999799,178.65172030008398,178.90163920004852,None,,178.65172030008398,None,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Still,no-go,"(0, 0)",grey_square.png,0,29,29,26,,,,,,,,,,,180.63486710004508,181.63488430017605,182.13493679999374,182.38498500012793,None,,182.13493679999374,180.15198060008697,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Still,go,"(0, 0)",grey_circle.png,0,30,30,15,,,,,,,,,,,184.11826690007,185.1183345001191,185.61830170010217,185.86857970012352,space,0.2747510999906808,185.61830170010217,183.6341597000137,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Still,no-go,"(0, 0)",grey_square.png,0,31,31,31,,,,,,,,,,,186.41851059999317,187.41831550002098,187.91858469997533,188.16832470009103,None,,187.91858469997533,None,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
,,,,,,,,,,,,,,,,,,,,,,,,,,189.41841550008394,None,y,12.331148999975994,189.41841550008394,None,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Move,go,"(-0.8, 0.4)",grey_circle.png,,,,,0,0,0,5,,,,,,,202.2850476000458,203.28500220016576,203.78478149999864,204.03520629997365,space,0.4923983998596668,203.78478149999864,None,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Move,go,"(0.8, -0.4)",grey_circle.png,,,,,0,1,1,14,,,,,,,204.8016669000499,205.8017587000504,206.3017585000489,206.5515193999745,space,0.455788099905476,206.3017585000489,None,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Move,no-go,"(-0.8, -0.4)",grey_square.png,,,,,0,2,2,18,,,,,,,207.28532500006258,208.28500790009275,208.78513980004936,209.03540120017715,None,,208.78513980004936,None,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Move,no-go,"(-0.8, 0.4)",grey_square.png,,,,,0,3,3,23,,,,,,,210.76836660015397,211.76836950005963,212.26833170000464,212.51845189998858,None,,212.26833170000464,210.28452510014176,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Move,go,"(0.8, -0.4)",grey_circle.png,,,,,0,4,4,13,,,,,,,214.25173680018634,215.25137060019188,215.75172810000367,216.0018116000574,space,0.4293531000148505,215.75172810000367,213.76793610001914,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Move,no-go,"(-0.8, 0.4)",grey_square.png,,,,,0,5,5,22,,,,,,,216.70168659999035,217.7017585001886,218.20172760006972,218.45131380017847,None,,218.20172760006972,None,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Move,no-go,"(-0.8, -0.4)",grey_square.png,,,,,0,6,6,17,,,,,,,220.18506469996646,221.185161100002,221.68513120012358,221.93515720008872,None,,221.68513120012358,219.70147650013678,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Move,go,"(-0.8, -0.4)",grey_circle.png,,,,,0,7,7,0,,,,,,,223.6683965001721,224.66847750009038,225.16842400003225,225.41837960015982,space,0.3566716001369059,225.16842400003225,223.18488189997151,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Move,no-go,"(0.8, -0.4)",grey_square.png,,,,,0,8,8,30,,,,,,,226.0350722000003,227.03509759996086,227.5347555000335,227.78537190007046,None,,227.5347555000335,None,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Move,no-go,"(-0.8, -0.4)",grey_square.png,,,,,0,9,9,16,,,,,,,229.5184102000203,230.51845980016515,231.01848640013486,231.2687041000463,None,,231.01848640013486,229.03493309998885,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Move,no-go,"(-0.8, 0.4)",grey_square.png,,,,,0,10,10,20,,,,,,,233.00183780002408,234.00165320001543,234.50152930011973,234.75185470003635,None,,234.50152930011973,232.5177823000122,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Move,go,"(-0.8, 0.4)",grey_circle.png,,,,,0,11,11,7,,,,,,,236.48520460003056,237.48511800006963,237.98509600013494,238.23516790010035,space,0.8679907000623643,237.98509600013494,236.00138840009458,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Move,no-go,"(0.8, 0.4)",grey_square.png,,,,,0,12,12,26,,,,,,,239.36856720014475,240.3684504001867,240.86849210015498,241.11844730004668,None,,240.86849210015498,None,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Move,go,"(0.8, 0.4)",grey_circle.png,,,,,0,13,13,11,,,,,,,242.86841060011648,243.8685197001323,244.36843130015768,244.61865349998698,space,0.3726736002136022,244.36843130015768,242.36945530003868,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Move,no-go,"(0.8, 0.4)",grey_square.png,,,,,0,14,14,27,,,,,,,245.26876990008168,246.2685328000225,246.7684325000737,247.018733400153,None,,246.7684325000737,None,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Move,go,"(-0.8, 0.4)",grey_circle.png,,,,,0,15,15,6,,,,,,,248.75163540011272,249.75187510019168,250.25181250018068,250.50207360018976,space,0.32934170006774366,250.25181250018068,248.26792370015755,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Move,go,"(-0.8, -0.4)",grey_circle.png,,,,,0,16,16,3,,,,,,,251.10193480015732,252.10163360019214,252.6019209001679,252.85212770011276,space,0.3952842000871897,252.6019209001679,None,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Move,go,"(0.8, -0.4)",grey_circle.png,,,,,0,17,17,12,,,,,,,253.5184669001028,254.51852639997378,255.01845109998249,255.26847450016066,space,0.39484490011818707,255.01845109998249,None,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Move,go,"(-0.8, 0.4)",grey_circle.png,,,,,0,18,18,4,,,,,,,255.9351314001251,256.9351518000476,257.43502279999666,257.6853017001413,space,0.3300453999545425,257.43502279999666,None,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Move,go,"(0.8, 0.4)",grey_circle.png,,,,,0,19,19,10,,,,,,,258.28508660010993,259.28531290008686,259.78496670001186,260.03531470010057,space,0.38004809990525246,259.78496670001186,None,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Move,go,"(0.8, 0.4)",grey_circle.png,,,,,0,20,20,9,,,,,,,260.6851303000003,261.68497840012424,262.1851671000477,262.4352776000742,space,0.3644753999542445,262.1851671000477,None,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Move,no-go,"(-0.8, -0.4)",grey_square.png,,,,,0,21,21,19,,,,,,,263.0683144000359,264.0685092001222,264.56831690017134,264.81876570009626,None,,264.56831690017134,None,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Move,no-go,"(0.8, -0.4)",grey_square.png,,,,,0,22,22,28,,,,,,,266.5518446001224,267.5517933999654,268.0516842000652,268.30179230007343,None,,268.0516842000652,266.0679681999609,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Move,go,"(-0.8, -0.4)",grey_circle.png,,,,,0,23,23,1,,,,,,,270.03528810013086,271.03519570012577,271.5351237000432,271.78534370008856,space,0.3421217000577599,271.5351237000432,269.55144469998777,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Move,go,"(0.8, -0.4)",grey_circle.png,,,,,0,24,24,15,,,,,,,272.40194360003807,273.40179200004786,273.90170580009,274.1518858000636,space,0.4394215000793338,273.90170580009,None,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Move,no-go,"(0.8, 0.4)",grey_square.png,,,,,0,25,25,25,,,,,,,274.86852250015363,275.8684191000648,276.36863030004315,276.6185292999726,None,,276.36863030004315,None,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Move,go,"(-0.8, -0.4)",grey_circle.png,,,,,0,26,26,2,,,,,,,278.351712499978,279.3517130999826,279.85191710013896,280.1019353000447,space,0.4413672999944538,279.85191710013896,277.868102400098,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Move,no-go,"(0.8, -0.4)",grey_square.png,,,,,0,27,27,29,,,,,,,280.8185180001892,281.8185120001435,282.3184243000578,282.5686512000393,None,,282.3184243000578,None,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Move,no-go,"(0.8, 0.4)",grey_square.png,,,,,0,28,28,24,,,,,,,284.3018605001271,285.3018941001501,285.8017122000456,286.05187380011193,None,,285.8017122000456,283.8181758001447,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Move,no-go,"(-0.8, 0.4)",grey_square.png,,,,,0,29,29,21,,,,,,,287.78524280013517,288.7852084999904,289.2850050001871,289.53544130013324,space,1.104334200033918,289.2850050001871,287.3018443000037,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Move,go,"(0.8, 0.4)",grey_circle.png,,,,,0,30,30,8,,,,,,,290.9184634999838,291.91856140014715,292.4186257000547,292.6684761000797,space,0.5311137998942286,292.4186257000547,None,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
Move,no-go,"(0.8, -0.4)",grey_square.png,,,,,0,31,31,31,,,,,,,293.4685341999866,294.46856590011157,294.96860190015286,295.2188357000705,None,,294.96860190015286,None,,,,,,,T3,001,2021_Dec_01_1433,Circle_SDT,2021.2.3,60.016984838223365,
